,id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,predict
11644,11645,59,management,married,tertiary,no,1831,no,no,cellular,17,feb,122,1,92,1,failure,0
11645,11646,50,management,divorced,primary,no,-6,yes,no,unknown,19,may,92,2,-1,0,unknown,0
11646,11647,75,retired,divorced,primary,no,852,no,no,cellular,15,mar,341,1,-1,0,unknown,0
11647,11648,44,entrepreneur,married,secondary,no,887,yes,no,cellular,17,apr,519,1,14,2,failure,0
11648,11649,55,services,divorced,secondary,no,141,yes,no,unknown,6,may,262,2,-1,0,unknown,0
11649,11650,42,blue-collar,married,secondary,no,2913,no,no,cellular,3,jun,705,1,195,1,failure,0
11650,11651,55,admin.,married,primary,no,0,yes,no,cellular,19,aug,55,4,-1,0,unknown,0
11651,11652,49,blue-collar,divorced,primary,no,0,yes,no,cellular,6,may,305,1,281,2,failure,0
11652,11653,53,blue-collar,married,secondary,no,813,yes,no,unknown,21,may,23,16,-1,0,unknown,0
11653,11654,59,retired,married,secondary,no,1887,no,no,cellular,28,aug,88,8,-1,0,unknown,0
11654,11655,42,unknown,single,unknown,yes,61,no,no,unknown,20,jun,115,1,-1,0,unknown,0
11655,11656,34,technician,divorced,secondary,no,259,no,no,cellular,11,aug,316,2,-1,0,unknown,0
11656,11657,39,blue-collar,married,primary,no,3503,no,no,unknown,5,jun,89,1,-1,0,unknown,0
11657,11658,56,technician,married,secondary,no,124,yes,no,cellular,28,jul,341,12,-1,0,unknown,0
11658,11659,45,blue-collar,married,secondary,no,1723,no,no,cellular,1,jun,166,2,-1,0,unknown,0
11659,11660,49,blue-collar,married,secondary,no,3677,yes,no,cellular,23,jul,276,3,-1,0,unknown,0
11660,11661,40,management,married,secondary,no,4396,no,no,cellular,12,aug,432,3,-1,0,unknown,0
11661,11662,38,admin.,divorced,secondary,no,0,yes,no,cellular,21,jul,93,1,-1,0,unknown,0
11662,11663,48,technician,married,secondary,no,2688,no,yes,cellular,26,aug,610,2,-1,0,unknown,0
11663,11664,38,management,single,tertiary,no,3813,no,no,cellular,7,aug,117,2,-1,0,unknown,0
11664,11665,32,technician,married,tertiary,no,396,yes,no,cellular,13,may,205,3,-1,0,unknown,0
11665,11666,50,services,married,secondary,no,1572,yes,no,cellular,9,jul,185,1,-1,0,unknown,0
11666,11667,31,blue-collar,single,secondary,no,1139,yes,no,cellular,22,jul,101,1,-1,0,unknown,0
11667,11668,28,blue-collar,married,primary,no,237,yes,no,unknown,19,jun,498,7,-1,0,unknown,0
11668,11669,42,blue-collar,married,secondary,no,1,no,no,cellular,15,jul,462,1,-1,0,unknown,0
11669,11670,31,self-employed,single,tertiary,no,1536,yes,no,cellular,13,may,388,1,-1,0,unknown,0
11670,11671,27,services,married,secondary,no,0,yes,no,cellular,22,jul,1608,13,-1,0,unknown,1
11671,11672,30,management,married,secondary,no,678,yes,no,unknown,15,may,236,4,-1,0,unknown,0
11672,11673,31,management,married,tertiary,no,59,yes,no,unknown,8,may,314,3,-1,0,unknown,0
11673,11674,37,services,married,primary,yes,-483,yes,yes,cellular,19,nov,70,3,-1,0,unknown,0
11674,11675,50,management,divorced,secondary,no,458,no,no,cellular,3,feb,184,3,-1,0,unknown,0
11675,11676,49,management,married,tertiary,no,2809,yes,no,cellular,27,aug,152,9,-1,0,unknown,0
11676,11677,28,admin.,married,secondary,no,1582,yes,no,unknown,3,jun,816,2,-1,0,unknown,0
11677,11678,53,blue-collar,married,primary,no,225,no,no,cellular,18,jul,171,7,-1,0,unknown,0
11678,11679,33,technician,married,secondary,yes,18,no,yes,cellular,19,aug,19,18,-1,0,unknown,0
11679,11680,38,admin.,divorced,secondary,no,19,yes,no,cellular,5,feb,1130,3,251,2,success,1
11680,11681,47,blue-collar,married,secondary,no,-216,yes,no,cellular,6,may,197,1,282,3,failure,0
11681,11682,40,technician,married,secondary,no,4298,no,no,cellular,2,jun,221,1,-1,0,unknown,0
11682,11683,53,services,single,secondary,no,1162,yes,no,cellular,18,may,185,1,178,1,failure,0
11683,11684,32,management,married,tertiary,no,644,no,no,cellular,19,aug,100,2,-1,0,unknown,0
11684,11685,44,management,married,tertiary,no,13893,no,no,unknown,11,jun,29,2,-1,0,unknown,0
11685,11686,44,unemployed,divorced,primary,no,757,no,no,unknown,30,may,498,4,-1,0,unknown,0
11686,11687,43,blue-collar,single,primary,no,0,no,no,unknown,9,may,71,3,-1,0,unknown,0
11687,11688,42,technician,single,secondary,no,1037,yes,no,unknown,30,may,231,2,-1,0,unknown,0
11688,11689,33,services,single,secondary,no,187,yes,no,cellular,20,apr,168,3,326,1,failure,0
11689,11690,43,admin.,single,secondary,no,1707,yes,no,cellular,6,sep,369,3,504,5,other,0
11690,11691,30,technician,married,tertiary,no,3418,no,no,cellular,25,aug,211,7,-1,0,unknown,0
11691,11692,57,unknown,married,primary,no,1884,no,no,telephone,28,jun,133,4,-1,0,unknown,0
11692,11693,48,blue-collar,married,primary,no,1757,yes,no,unknown,15,may,90,1,-1,0,unknown,0
11693,11694,40,admin.,divorced,secondary,no,4,yes,no,cellular,9,jul,189,1,-1,0,unknown,0
11694,11695,49,services,married,tertiary,no,411,no,no,telephone,14,may,9,6,-1,0,unknown,0
11695,11696,38,admin.,married,secondary,no,0,yes,no,cellular,8,may,175,2,-1,0,unknown,0
11696,11697,51,blue-collar,married,primary,no,0,yes,yes,cellular,25,jul,946,3,-1,0,unknown,1
11697,11698,52,management,married,tertiary,no,388,no,no,cellular,25,may,272,1,-1,0,unknown,0
11698,11699,32,blue-collar,single,primary,no,1918,yes,no,cellular,17,nov,321,1,-1,0,unknown,0
11699,11700,35,technician,single,secondary,no,24,no,no,cellular,22,aug,392,1,-1,0,unknown,0
11700,11701,32,blue-collar,married,primary,no,0,yes,no,cellular,11,may,130,3,-1,0,unknown,0
11701,11702,45,blue-collar,married,primary,no,147,yes,no,cellular,18,nov,226,1,168,2,failure,0
11702,11703,32,technician,married,tertiary,no,43,no,no,cellular,22,aug,154,5,-1,0,unknown,0
11703,11704,46,admin.,married,secondary,no,171,yes,yes,cellular,11,oct,251,1,430,1,failure,0
11704,11705,32,management,single,secondary,no,138,yes,no,cellular,29,jan,432,1,182,9,other,0
11705,11706,41,unknown,married,unknown,no,779,no,no,cellular,30,jul,647,10,-1,0,unknown,0
11706,11707,24,admin.,single,secondary,no,1019,yes,no,unknown,19,may,99,26,-1,0,unknown,0
11707,11708,28,student,single,secondary,no,2015,no,no,cellular,26,jul,110,2,182,2,failure,0
11708,11709,42,admin.,married,secondary,no,71,yes,yes,cellular,28,apr,165,3,-1,0,unknown,0
11709,11710,60,management,divorced,primary,no,21,no,yes,telephone,14,jul,113,3,-1,0,unknown,0
11710,11711,55,management,married,tertiary,no,0,no,no,unknown,29,may,206,2,-1,0,unknown,0
11711,11712,37,technician,single,tertiary,no,-1,yes,no,cellular,2,feb,223,2,200,7,other,0
11712,11713,27,blue-collar,single,secondary,no,87,no,no,telephone,10,jul,245,1,-1,0,unknown,0
11713,11714,48,entrepreneur,married,secondary,no,151,no,no,cellular,16,jul,191,1,-1,0,unknown,0
11714,11715,45,admin.,married,secondary,no,67,no,no,cellular,5,feb,326,2,-1,0,unknown,0
11715,11716,75,retired,married,primary,no,3504,no,no,telephone,9,aug,195,1,-1,0,unknown,0
11716,11717,36,blue-collar,married,unknown,no,3783,no,no,unknown,9,jun,113,1,-1,0,unknown,0
11717,11718,35,self-employed,married,tertiary,no,333,no,no,unknown,17,jun,78,5,-1,0,unknown,0
11718,11719,40,unemployed,divorced,secondary,no,507,yes,no,cellular,2,feb,134,1,266,7,failure,0
11719,11720,40,services,divorced,secondary,no,1155,no,yes,cellular,18,nov,175,1,138,1,failure,0
11720,11721,48,self-employed,married,primary,no,1204,yes,no,unknown,19,jun,53,1,-1,0,unknown,0
11721,11722,32,technician,married,secondary,no,268,yes,yes,cellular,22,jul,102,5,-1,0,unknown,0
11722,11723,60,retired,divorced,tertiary,no,2,no,no,cellular,2,mar,228,4,390,2,other,0
11723,11724,26,technician,single,secondary,no,1256,no,no,unknown,26,may,404,1,-1,0,unknown,0
11724,11725,29,admin.,single,secondary,no,460,yes,no,cellular,18,may,191,2,357,6,success,1
11725,11726,35,admin.,married,secondary,no,1254,yes,yes,cellular,1,jul,132,2,-1,0,unknown,0
11726,11727,34,technician,married,secondary,no,883,no,no,telephone,3,feb,166,2,173,3,failure,0
11727,11728,50,blue-collar,married,primary,no,89,yes,no,unknown,9,may,210,3,-1,0,unknown,0
11728,11729,44,technician,married,secondary,no,0,no,yes,cellular,4,feb,351,2,-1,0,unknown,0
11729,11730,39,blue-collar,married,secondary,no,261,no,no,cellular,4,may,841,4,-1,0,unknown,1
11730,11731,36,technician,single,secondary,no,27,yes,no,cellular,9,feb,631,1,260,2,success,0
11731,11732,47,management,married,tertiary,no,5049,no,no,cellular,22,aug,47,7,-1,0,unknown,0
11732,11733,37,technician,married,tertiary,no,0,no,no,cellular,20,nov,53,3,-1,0,unknown,0
11733,11734,25,student,single,secondary,no,1608,no,no,cellular,30,apr,664,2,-1,0,unknown,0
11734,11735,59,technician,divorced,secondary,no,879,yes,no,unknown,26,may,228,1,-1,0,unknown,0
11735,11736,45,admin.,married,secondary,no,985,yes,no,telephone,4,feb,156,1,267,1,failure,0
11736,11737,44,blue-collar,married,primary,no,194,yes,no,unknown,28,may,105,2,-1,0,unknown,0
11737,11738,33,technician,married,secondary,no,390,no,no,cellular,13,aug,460,2,-1,0,unknown,0
11738,11739,36,management,single,tertiary,no,85,no,no,cellular,14,may,76,1,-1,0,unknown,0
11739,11740,36,admin.,divorced,secondary,no,-611,yes,no,unknown,27,may,222,1,-1,0,unknown,0
11740,11741,58,blue-collar,married,secondary,no,1298,yes,no,unknown,29,may,516,4,-1,0,unknown,0
11741,11742,70,retired,married,secondary,no,2626,no,no,cellular,2,sep,140,2,-1,0,unknown,0
11742,11743,58,retired,married,secondary,no,-324,yes,no,cellular,7,may,229,2,-1,0,unknown,0
11743,11744,44,admin.,married,secondary,no,10354,no,no,telephone,4,may,96,1,-1,0,unknown,0
11744,11745,32,services,single,secondary,no,758,yes,no,cellular,14,apr,262,1,-1,0,unknown,0
11745,11746,58,management,married,primary,no,2769,yes,no,cellular,11,jul,94,2,-1,0,unknown,0
11746,11747,59,admin.,married,secondary,no,-198,yes,yes,cellular,8,may,206,1,-1,0,unknown,0
11747,11748,48,admin.,married,secondary,no,395,no,no,unknown,5,jun,168,1,-1,0,unknown,0
11748,11749,77,retired,married,primary,no,989,no,no,telephone,12,oct,95,2,-1,0,unknown,0
11749,11750,35,technician,married,tertiary,no,633,yes,yes,cellular,2,feb,76,3,5,3,other,0
11750,11751,37,blue-collar,married,primary,no,89,yes,no,unknown,2,jun,51,4,-1,0,unknown,0
11751,11752,47,blue-collar,married,secondary,no,3070,no,no,cellular,20,nov,144,2,-1,0,unknown,0
11752,11753,46,admin.,married,secondary,no,9319,yes,no,cellular,21,nov,31,7,-1,0,unknown,0
11753,11754,26,blue-collar,married,secondary,no,155,no,yes,cellular,15,jul,76,3,-1,0,unknown,0
11754,11755,36,blue-collar,married,unknown,no,444,no,no,cellular,8,mar,139,6,279,2,failure,0
11755,11756,47,blue-collar,married,unknown,no,1044,yes,no,cellular,12,may,208,6,371,1,failure,0
11756,11757,36,services,married,secondary,no,0,no,no,cellular,17,nov,94,1,-1,0,unknown,0
11757,11758,64,retired,married,tertiary,no,380,no,no,cellular,25,aug,479,1,-1,0,unknown,0
11758,11759,32,student,single,secondary,no,14,no,no,cellular,19,aug,144,3,136,1,other,0
11759,11760,39,technician,married,secondary,no,3032,no,no,unknown,29,may,260,1,-1,0,unknown,0
11760,11761,52,management,married,tertiary,no,502,no,no,unknown,17,jun,637,3,-1,0,unknown,0
11761,11762,27,blue-collar,married,primary,no,0,no,no,telephone,2,feb,45,1,-1,0,unknown,0
11762,11763,57,admin.,married,secondary,no,2087,yes,no,cellular,20,apr,140,4,343,1,failure,0
11763,11764,46,blue-collar,married,primary,no,557,no,no,unknown,18,jun,89,1,-1,0,unknown,0
11764,11765,44,technician,married,secondary,no,566,yes,yes,cellular,17,apr,467,1,-1,0,unknown,0
11765,11766,37,services,single,primary,no,0,no,yes,cellular,6,feb,155,6,245,5,other,0
11766,11767,30,management,single,tertiary,no,4808,no,no,cellular,10,mar,272,1,-1,0,unknown,0
11767,11768,44,entrepreneur,married,primary,no,5038,no,no,cellular,7,jul,199,7,-1,0,unknown,0
11768,11769,39,blue-collar,married,primary,no,118,no,no,cellular,3,feb,906,1,-1,0,unknown,1
11769,11770,42,management,married,tertiary,no,484,yes,no,cellular,11,jul,144,2,-1,0,unknown,0
11770,11771,44,blue-collar,single,primary,no,99,no,no,unknown,17,jun,187,7,-1,0,unknown,0
11771,11772,34,technician,married,tertiary,no,0,no,no,cellular,20,aug,129,2,-1,0,unknown,0
11772,11773,32,technician,single,secondary,no,129,yes,no,cellular,7,may,213,1,-1,0,unknown,0
11773,11774,58,retired,married,secondary,no,19,no,yes,cellular,15,jul,106,3,-1,0,unknown,0
11774,11775,31,unemployed,single,secondary,no,2066,no,yes,cellular,21,aug,162,2,-1,0,unknown,0
11775,11776,43,technician,married,secondary,no,0,no,yes,cellular,8,may,9,2,172,5,failure,0
11776,11777,41,services,married,secondary,no,0,yes,no,unknown,11,jun,62,9,-1,0,unknown,0
11777,11778,29,blue-collar,single,secondary,no,482,no,yes,cellular,10,jul,1097,3,-1,0,unknown,1
11778,11779,37,unknown,single,tertiary,no,0,no,no,cellular,3,mar,426,1,-1,0,unknown,0
11779,11780,36,blue-collar,married,secondary,no,3463,yes,no,telephone,21,nov,29,4,-1,0,unknown,0
11780,11781,40,blue-collar,married,secondary,no,1100,yes,no,unknown,29,may,660,2,-1,0,unknown,0
11781,11782,35,management,single,tertiary,no,0,no,no,cellular,18,aug,276,5,-1,0,unknown,0
11782,11783,36,blue-collar,married,secondary,no,7579,yes,no,unknown,20,may,600,1,-1,0,unknown,0
11783,11784,53,technician,single,secondary,no,530,no,yes,telephone,18,jul,744,4,-1,0,unknown,0
11784,11785,34,entrepreneur,married,secondary,no,456,yes,yes,cellular,28,aug,137,8,-1,0,unknown,0
11785,11786,34,admin.,married,tertiary,no,457,no,no,cellular,6,feb,144,5,-1,0,unknown,0
11786,11787,33,blue-collar,married,secondary,no,285,no,yes,unknown,3,jul,267,1,-1,0,unknown,0
11787,11788,33,blue-collar,single,secondary,no,231,yes,no,unknown,2,jun,466,1,-1,0,unknown,0
11788,11789,38,technician,married,secondary,no,508,yes,no,unknown,27,may,565,2,-1,0,unknown,0
11789,11790,32,blue-collar,married,primary,no,5511,no,no,cellular,16,apr,408,2,231,16,other,0
11790,11791,39,services,married,primary,no,1601,yes,no,cellular,21,nov,219,2,182,2,failure,0
11791,11792,32,management,single,tertiary,no,1962,no,no,cellular,13,jan,130,1,-1,0,unknown,0
11792,11793,30,technician,single,secondary,no,133,yes,no,cellular,29,jan,113,2,-1,0,unknown,0
11793,11794,50,management,divorced,tertiary,no,3211,yes,no,cellular,6,aug,146,5,-1,0,unknown,0
11794,11795,71,retired,married,secondary,no,1998,no,no,cellular,23,jun,201,1,-1,0,unknown,0
11795,11796,34,management,married,tertiary,no,5878,no,no,cellular,29,jan,159,7,98,3,success,1
11796,11797,43,management,married,tertiary,no,1253,no,yes,cellular,18,aug,52,3,-1,0,unknown,0
11797,11798,43,technician,married,secondary,no,297,yes,no,cellular,14,oct,119,3,-1,0,unknown,0
11798,11799,33,admin.,single,secondary,no,1437,yes,no,unknown,21,may,641,1,-1,0,unknown,0
11799,11800,34,blue-collar,single,secondary,no,53,yes,yes,unknown,5,may,346,1,-1,0,unknown,0
11800,11801,45,technician,married,tertiary,no,548,no,no,cellular,11,aug,108,4,-1,0,unknown,0
11801,11802,35,technician,married,secondary,no,463,yes,no,telephone,7,aug,309,4,-1,0,unknown,0
11802,11803,38,technician,married,secondary,no,6728,no,no,cellular,25,nov,232,1,96,4,success,1
11803,11804,35,blue-collar,married,tertiary,no,199,yes,yes,cellular,20,nov,176,1,-1,0,unknown,0
11804,11805,54,entrepreneur,divorced,secondary,no,104,yes,no,unknown,12,may,391,1,-1,0,unknown,0
11805,11806,51,technician,married,secondary,no,-396,yes,no,cellular,29,jul,179,6,-1,0,unknown,0
11806,11807,41,management,married,tertiary,no,10758,yes,no,cellular,1,jun,288,1,-1,0,unknown,0
11807,11808,59,management,married,tertiary,no,5865,yes,no,cellular,21,jul,250,1,-1,0,unknown,0
11808,11809,46,blue-collar,married,primary,no,44,no,yes,cellular,10,jul,90,9,-1,0,unknown,0
11809,11810,58,retired,married,primary,no,5092,no,no,unknown,11,jun,199,6,-1,0,unknown,0
11810,11811,51,entrepreneur,married,primary,no,726,yes,yes,cellular,15,apr,87,2,-1,0,unknown,0
11811,11812,28,services,single,secondary,no,230,yes,yes,cellular,17,apr,181,2,-1,0,unknown,0
11812,11813,56,blue-collar,married,primary,yes,-160,no,no,cellular,9,jul,96,2,-1,0,unknown,0
11813,11814,51,housemaid,married,primary,no,492,yes,no,unknown,20,may,142,3,-1,0,unknown,0
11814,11815,33,technician,married,secondary,no,-160,yes,no,cellular,21,jul,898,5,-1,0,unknown,1
11815,11816,38,management,single,tertiary,no,493,yes,no,cellular,11,may,553,1,367,7,failure,0
11816,11817,37,management,single,tertiary,no,698,no,no,cellular,8,sep,1081,2,-1,0,unknown,1
11817,11818,38,admin.,divorced,secondary,no,156,yes,no,unknown,17,jun,544,3,-1,0,unknown,0
11818,11819,33,management,married,tertiary,no,184,no,no,cellular,5,feb,113,1,-1,0,unknown,0
11819,11820,34,management,divorced,tertiary,no,2466,no,no,cellular,2,jun,143,1,281,5,other,0
11820,11821,40,services,single,secondary,no,546,yes,no,unknown,6,jun,219,1,-1,0,unknown,0
11821,11822,42,services,married,secondary,no,292,yes,no,cellular,11,may,222,3,-1,0,unknown,0
11822,11823,41,admin.,single,secondary,no,219,yes,no,cellular,28,jan,119,1,268,1,other,0
11823,11824,46,blue-collar,single,secondary,no,338,yes,no,cellular,20,apr,178,4,-1,0,unknown,0
11824,11825,44,management,single,secondary,no,3684,yes,no,cellular,17,nov,35,3,-1,0,unknown,0
11825,11826,34,services,single,secondary,no,1239,yes,no,unknown,23,may,164,1,-1,0,unknown,0
11826,11827,37,entrepreneur,married,tertiary,no,7944,no,no,cellular,21,nov,102,1,-1,0,unknown,0
11827,11828,27,services,single,secondary,no,44,no,no,unknown,7,sep,11,1,-1,0,unknown,0
11828,11829,60,entrepreneur,married,unknown,yes,-284,yes,yes,cellular,4,aug,67,8,-1,0,unknown,0
11829,11830,54,services,married,secondary,no,468,no,no,unknown,17,jun,207,3,-1,0,unknown,0
11830,11831,56,technician,married,secondary,no,276,yes,no,cellular,15,may,301,1,368,1,failure,0
11831,11832,37,technician,single,secondary,no,133,yes,no,cellular,24,jul,576,2,-1,0,unknown,0
11832,11833,49,management,married,tertiary,no,2005,no,no,unknown,16,jun,81,4,-1,0,unknown,0
11833,11834,30,technician,single,tertiary,no,4321,yes,no,cellular,28,jul,257,6,-1,0,unknown,0
11834,11835,42,technician,divorced,secondary,no,611,yes,no,cellular,16,apr,804,2,262,5,failure,0
11835,11836,29,housemaid,single,secondary,no,718,yes,no,unknown,8,may,91,3,-1,0,unknown,0
11836,11837,77,retired,married,tertiary,no,0,no,no,cellular,6,apr,190,1,-1,0,unknown,0
11837,11838,26,admin.,single,secondary,yes,0,yes,no,cellular,16,jul,157,2,-1,0,unknown,0
11838,11839,53,admin.,single,secondary,no,545,yes,no,cellular,12,may,305,1,370,1,failure,0
11839,11840,36,technician,single,secondary,no,1745,no,no,cellular,2,aug,258,1,-1,0,unknown,0
11840,11841,30,management,single,tertiary,no,536,no,no,cellular,2,jul,309,1,-1,0,unknown,0
11841,11842,42,technician,married,secondary,no,0,no,yes,unknown,8,may,7,3,-1,0,unknown,0
11842,11843,34,management,married,tertiary,no,881,no,no,cellular,20,aug,112,2,-1,0,unknown,0
11843,11844,41,management,married,tertiary,no,-412,yes,no,cellular,29,jan,85,1,195,5,other,0
11844,11845,46,blue-collar,married,primary,no,-44,no,yes,telephone,22,aug,16,13,-1,0,unknown,0
11845,11846,36,blue-collar,married,secondary,no,6290,yes,no,unknown,3,jun,19,20,-1,0,unknown,0
11846,11847,27,services,single,secondary,no,3977,no,no,cellular,6,feb,108,2,-1,0,unknown,0
11847,11848,37,housemaid,married,primary,no,254,yes,no,telephone,18,may,16,6,-1,0,unknown,0
11848,11849,28,admin.,single,secondary,no,404,no,yes,cellular,9,jul,188,1,-1,0,unknown,0
11849,11850,37,management,married,tertiary,no,466,yes,no,cellular,11,jul,92,2,-1,0,unknown,0
11850,11851,33,management,married,tertiary,no,150,no,no,cellular,21,aug,151,2,-1,0,unknown,0
11851,11852,33,blue-collar,married,secondary,no,1240,yes,no,cellular,12,may,844,1,-1,0,unknown,1
11852,11853,32,technician,single,secondary,no,1089,no,no,cellular,6,sep,125,2,-1,0,unknown,0
11853,11854,59,blue-collar,married,secondary,no,12928,no,no,cellular,8,aug,66,2,-1,0,unknown,0
11854,11855,32,technician,divorced,tertiary,no,2558,no,no,unknown,5,may,148,2,-1,0,unknown,0
11855,11856,36,admin.,married,secondary,no,953,yes,no,cellular,17,aug,80,1,81,2,failure,0
11856,11857,29,services,married,secondary,no,30,yes,no,cellular,23,jul,74,3,-1,0,unknown,0
11857,11858,51,management,married,tertiary,no,2635,no,no,cellular,21,may,407,3,74,5,failure,0
11858,11859,52,blue-collar,married,secondary,no,594,no,no,telephone,29,jul,178,2,-1,0,unknown,0
11859,11860,25,unknown,single,secondary,no,3,no,no,cellular,7,jul,136,1,-1,0,unknown,0
11860,11861,35,student,single,unknown,no,0,no,no,telephone,28,jan,122,3,-1,0,unknown,0
11861,11862,49,blue-collar,married,secondary,no,90,yes,no,unknown,7,may,127,1,-1,0,unknown,0
11862,11863,37,blue-collar,married,secondary,no,740,yes,no,cellular,7,may,434,3,342,2,failure,0
11863,11864,37,technician,single,tertiary,no,178,yes,no,unknown,21,may,97,1,-1,0,unknown,0
11864,11865,35,technician,single,secondary,no,1861,yes,no,unknown,20,may,297,1,-1,0,unknown,0
11865,11866,39,services,married,secondary,no,0,yes,no,unknown,20,may,793,2,-1,0,unknown,0
11866,11867,43,management,divorced,secondary,no,0,no,no,cellular,7,jul,75,3,-1,0,unknown,0
11867,11868,46,blue-collar,married,primary,no,2313,yes,no,cellular,12,may,788,2,-1,0,unknown,0
11868,11869,41,services,married,unknown,no,394,yes,no,cellular,5,may,52,3,-1,0,unknown,0
11869,11870,37,technician,married,secondary,no,507,yes,yes,unknown,23,may,157,1,-1,0,unknown,0
11870,11871,37,unemployed,married,secondary,no,80,no,no,cellular,3,feb,248,2,-1,0,unknown,0
11871,11872,42,self-employed,married,secondary,no,1508,yes,no,cellular,29,jul,178,3,-1,0,unknown,0
11872,11873,41,blue-collar,divorced,primary,no,1563,yes,no,unknown,15,may,112,1,-1,0,unknown,0
11873,11874,27,services,married,secondary,no,58,yes,no,cellular,7,may,113,1,337,2,other,0
11874,11875,57,blue-collar,married,unknown,no,3585,no,no,telephone,14,nov,172,1,-1,0,unknown,0
11875,11876,36,admin.,single,tertiary,no,980,no,no,cellular,1,feb,343,2,95,2,failure,0
11876,11877,51,technician,single,secondary,no,527,yes,no,cellular,30,jan,197,1,2,3,other,0
11877,11878,47,admin.,single,secondary,no,15,no,no,unknown,12,may,181,4,-1,0,unknown,0
11878,11879,30,blue-collar,single,secondary,no,-457,yes,no,unknown,5,may,143,2,-1,0,unknown,0
11879,11880,40,blue-collar,divorced,primary,no,737,yes,yes,unknown,12,may,102,1,-1,0,unknown,0
11880,11881,48,blue-collar,married,primary,no,4,yes,no,unknown,8,may,198,1,-1,0,unknown,0
11881,11882,64,retired,married,secondary,no,1220,no,no,cellular,5,mar,84,1,88,1,failure,0
11882,11883,40,admin.,married,secondary,no,149,yes,no,cellular,11,jul,159,1,-1,0,unknown,0
11883,11884,45,blue-collar,married,primary,no,-60,no,no,cellular,31,jul,110,4,-1,0,unknown,0
11884,11885,38,entrepreneur,married,secondary,yes,15,yes,no,cellular,10,jul,121,1,-1,0,unknown,0
11885,11886,27,blue-collar,married,primary,no,300,no,yes,cellular,22,jul,209,2,-1,0,unknown,0
11886,11887,30,management,single,tertiary,no,4,no,no,cellular,27,aug,51,3,-1,0,unknown,0
11887,11888,52,technician,married,tertiary,no,0,no,no,cellular,9,aug,145,3,94,4,success,1
11888,11889,32,management,single,tertiary,no,1716,no,no,cellular,21,nov,157,4,-1,0,unknown,0
11889,11890,50,management,married,tertiary,no,311,no,no,cellular,4,may,124,5,-1,0,unknown,0
11890,11891,35,technician,married,secondary,no,-1041,yes,yes,cellular,18,aug,105,4,-1,0,unknown,0
11891,11892,46,management,married,tertiary,no,587,no,no,telephone,2,feb,186,1,-1,0,unknown,0
11892,11893,50,management,divorced,tertiary,no,405,no,no,cellular,2,jul,146,1,91,6,failure,0
11893,11894,52,admin.,single,secondary,no,545,yes,no,unknown,7,may,260,1,-1,0,unknown,0
11894,11895,29,technician,single,secondary,no,938,no,no,cellular,3,nov,358,1,-1,0,unknown,0
11895,11896,30,blue-collar,single,secondary,no,228,no,no,cellular,5,feb,232,1,365,1,failure,0
11896,11897,41,management,married,tertiary,no,2767,no,no,cellular,30,apr,75,1,-1,0,unknown,0
11897,11898,34,admin.,married,secondary,no,475,yes,no,unknown,7,may,559,1,-1,0,unknown,0
11898,11899,40,services,married,secondary,no,809,no,no,cellular,2,feb,114,1,-1,0,unknown,0
11899,11900,33,admin.,single,secondary,no,434,yes,no,unknown,20,may,351,1,-1,0,unknown,0
11900,11901,32,management,married,secondary,no,625,yes,no,cellular,2,jun,352,1,56,2,failure,0
11901,11902,31,student,single,tertiary,no,479,yes,no,unknown,29,may,72,12,-1,0,unknown,0
11902,11903,26,blue-collar,single,primary,no,619,yes,yes,cellular,14,may,720,1,352,1,failure,0
11903,11904,30,management,married,secondary,no,850,no,no,cellular,12,aug,507,2,-1,0,unknown,0
11904,11905,30,technician,single,secondary,no,254,yes,yes,cellular,24,jun,167,3,416,2,unknown,0
11905,11906,35,technician,married,tertiary,no,1473,yes,no,unknown,12,may,84,3,-1,0,unknown,0
11906,11907,43,management,married,tertiary,no,176,yes,no,cellular,5,may,253,2,286,1,failure,0
11907,11908,47,services,married,secondary,no,1315,no,no,cellular,20,nov,329,4,-1,0,unknown,0
11908,11909,39,housemaid,married,secondary,no,633,no,no,unknown,9,jun,233,1,-1,0,unknown,0
11909,11910,28,services,single,secondary,no,458,no,no,cellular,4,feb,112,4,201,3,failure,0
11910,11911,29,blue-collar,married,primary,no,7,yes,no,cellular,12,may,69,3,-1,0,unknown,0
11911,11912,39,blue-collar,married,secondary,yes,-16,no,no,unknown,29,may,285,2,-1,0,unknown,0
11912,11913,23,admin.,single,secondary,no,1358,no,no,cellular,27,may,237,2,-1,0,unknown,0
11913,11914,39,management,married,tertiary,no,224,no,no,cellular,20,aug,414,2,-1,0,unknown,0
11914,11915,38,blue-collar,married,secondary,no,1434,no,no,unknown,6,jun,396,4,-1,0,unknown,0
11915,11916,58,management,divorced,tertiary,no,4256,no,no,cellular,22,may,121,1,-1,0,unknown,0
11916,11917,35,management,single,tertiary,no,538,no,no,cellular,22,dec,410,3,165,2,other,0
11917,11918,45,technician,married,tertiary,no,377,yes,no,unknown,19,jun,835,3,-1,0,unknown,0
11918,11919,33,blue-collar,married,secondary,no,-130,yes,no,cellular,22,jul,124,2,-1,0,unknown,0
11919,11920,26,blue-collar,single,secondary,yes,-685,yes,yes,cellular,28,jul,314,4,-1,0,unknown,0
